pattern_id	nr_of_msds_in_pattern	pattern	freq	examples
P_hrLex_Ag_36	96	Agpmsnn: ~an, Agpmsny: ~ni, Agpmsgn: ~na, Agpmsgy: ~nog|~noga, Agpmsdn: ~nu, Agpmsdy: ~nom|~nome|~nomu, Agpmsann: ~an, Agpmsany: ~na, Agpmsayn: ~ni, Agpmsayy: ~nog|~noga, Agpmsvn: ~an, Agpmsvy: ~ni, Agpmsln: ~nu, Agpmsly: ~nom|~nome|~nomu, Agpmsiy: ~nim, Agpmpny: ~ni, Agpmpgy: ~nih, Agpmpdy: ~nim|~nima, Agpmpay: ~ne, Agpmpvy: ~ni, Agpmply: ~nim|~nima, Agpmpiy: ~nim|~nima, Agpfsny: ~na, Agpfsgy: ~ne, Agpfsdy: ~noj, Agpfsay: ~nu, Agpfsvy: ~na, Agpfsly: ~noj, Agpfsiy: ~nom, Agpfpny: ~ne, Agpfpgy: ~nih, Agpfpdy: ~nim|~nima, Agpfpay: ~ne, Agpfpvy: ~ne, Agpfply: ~nim|~nima, Agpfpiy: ~nim|~nima, Agpnsny: ~no, Agpnsgn: ~na, Agpnsgy: ~nog|~noga, Agpnsdn: ~nu, Agpnsdy: ~nom|~nome|~nomu, Agpnsay: ~no, Agpnsvy: ~no, Agpnsln: ~nu, Agpnsly: ~nom|~nome|~nomu, Agpnsiy: ~nim, Agpnpny: ~na, Agpnpgy: ~nih, Agpnpdy: ~nim|~nima, Agpnpay: ~na, Agpnpvy: ~na, Agpnply: ~nim|~nima, Agpnpiy: ~nim|~nima, Agcmsny: ~niji, Agcmsgy: ~nijeg|~nijega, Agcmsdy: ~nijem|~nijemu, Agcmsayn: ~niji, Agcmsayy: ~nijeg|~nijega, Agcmsvy: ~niji, Agcmsly: ~nijem|~nijemu, Agcmsiy: ~nijim, Agcmpny: ~niji, Agcmpgy: ~nijih, Agcmpdy: ~nijim|~nijima, Agcmpay: ~nije, Agcmpvy: ~niji, Agcmply: ~nijim|~nijima, Agcmpiy: ~nijim|~nijima, Agcfsny: ~nija, Agcfsgy: ~nije, Agcfsdy: ~nijoj, Agcfsay: ~niju, Agcfsvy: ~nija, Agcfsly: ~nijoj, Agcfsiy: ~nijom, Agcfpny: ~nije, Agcfpgy: ~nijih, Agcfpdy: ~nijim|~nijima, Agcfpay: ~nije, Agcfpvy: ~nije, Agcfply: ~nijim|~nijima, Agcfpiy: ~nijim|~nijima, Agcnsny: ~nije, Agcnsgy: ~nijeg|~nijega, Agcnsdy: ~nijem|~nijemu, Agcnsay: ~nije, Agcnsvy: ~nije, Agcnsly: ~nijem|~nijemu, Agcnsiy: ~nijim, Agcnpny: ~nija, Agcnpgy: ~nijih, Agcnpdy: ~nijim|~nijima, Agcnpay: ~nija, Agcnpvy: ~nija, Agcnply: ~nijim|~nijima, Agcnpiy: ~nijim|~nijima	4	drijemovan~~~Ag, prijevaran~~~Ag, prirodno-naučan~~~Ag, spreman~~~Ag
P_hrLex_Ag_37	45	Agpmsny: ~i, Agpmsgn: ~a, Agpmsgy: ~og|~oga, Agpmsdy: ~om|~ome|~omu, Agpmsayn: ~i, Agpmsayy: ~og|~oga, Agpmsvy: ~i, Agpmsly: ~om|~ome|~omu, Agpmsiy: ~im, Agpmpny: ~i, Agpmpgy: ~ih, Agpmpdy: ~im|~ima, Agpmpay: ~e, Agpmpvy: ~i, Agpmply: ~im|~ima, Agpmpiy: ~im|~ima, Agpfsny: ~a, Agpfsgy: ~e, Agpfsdy: ~oj, Agpfsay: ~u, Agpfsvy: ~a, Agpfsly: ~oj, Agpfsiy: ~om, Agpfpny: ~e, Agpfpgy: ~ih, Agpfpdy: ~im|~ima, Agpfpay: ~e, Agpfpvy: ~e, Agpfply: ~im|~ima, Agpfpiy: ~im|~ima, Agpnsny: ~o, Agpnsgn: ~a, Agpnsgy: ~og|~oga, Agpnsdy: ~om|~ome|~omu, Agpnsay: ~o, Agpnsvy: ~o, Agpnsly: ~om|~ome|~omu, Agpnsiy: ~im, Agpnpny: ~a, Agpnpgy: ~ih, Agpnpdy: ~im|~ima, Agpnpay: ~a, Agpnpvy: ~a, Agpnply: ~im|~ima, Agpnpiy: ~im|~ima	2	drugi~~~Ag, prvi~~~Ag
P_hrLex_Mlo_2	43	Mlomsn: ~i, Mlomsg: ~a|~og|~oga, Mlomsd: ~om|~ome|~omu, Mlomsan: ~i, Mlomsay: ~og|~oga, Mlomsv: ~i, Mlomsl: ~om|~ome|~omu, Mlomsi: ~im, Mlompn: ~i, Mlompg: ~ih, Mlompd: ~im|~ima, Mlompa: ~e, Mlompv: ~i, Mlompl: ~im|~ima, Mlompi: ~im|~ima, Mlofsn: ~a, Mlofsg: ~e, Mlofsd: ~oj, Mlofsa: ~u, Mlofsv: ~a, Mlofsl: ~oj, Mlofsi: ~om, Mlofpn: ~i, Mlofpg: ~ih, Mlofpd: ~im|~ima, Mlofpa: ~e, Mlofpv: ~e, Mlofpl: ~im|~ima, Mlofpi: ~im|~ima, Mlonsn: ~o, Mlonsg: ~og|~oga, Mlonsd: ~om|~ome|~omu, Mlonsa: ~o, Mlonsv: ~o, Mlonsl: ~om|~ome|~omu, Mlonsi: ~im, Mlonpn: ~a, Mlonpg: ~ih, Mlonpd: ~im|~ima, Mlonpa: ~a, Mlonpv: ~a, Mlonpl: ~im|~ima, Mlonpi: ~im|~ima	2	drugi~~~Mlo, prvi~~~Mlo
P_hrLex_Ag_38	44	Agpmsnn: ~gačij|~kčij, Agpmsny: ~gačiji|~kčiji, Agpmsgy: ~gačijeg|~gačijega|~kčijeg|~kčijega, Agpmsdy: ~gačijem|~gačijemu|~kčijem|~kčijemu, Agpmsayn: ~gačiji|~kčiji, Agpmsayy: ~gačijeg|~gačijega|~kčijeg|~kčijega, Agpmsvy: ~gačiji|~kčiji, Agpmsly: ~gačijem|~gačijemu|~kčijem|~kčijemu, Agpmsiy: ~gačijim|~kčijim, Agpmpny: ~gačiji|~kčiji, Agpmpgy: ~gačijih|~kčijih, Agpmpdy: ~gačijim|~gačijima|~kčijim|~kčijima, Agpmpay: ~gačije|~kčije, Agpmpvy: ~gačiji|~kčiji, Agpmply: ~gačijim|~gačijima|~kčijim|~kčijima, Agpmpiy: ~gačijim|~gačijima|~kčijim|~kčijima, Agpfsny: ~gačija|~kčija, Agpfsgy: ~gačije|~kčije, Agpfsdy: ~gačijoj|~kčijoj, Agpfsay: ~gačiju|~kčiju, Agpfsvy: ~gačija|~kčija, Agpfsly: ~gačijoj|~kčijoj, Agpfsiy: ~gačijom|~kčijom, Agpfpny: ~gačije|~kčije, Agpfpgy: ~gačijih|~kčijih, Agpfpdy: ~gačijim|~gačijima|~kčijim|~kčijima, Agpfpay: ~gačije|~kčije, Agpfpvy: ~gačije|~kčije, Agpfply: ~gačijim|~gačijima|~kčijim|~kčijima, Agpfpiy: ~gačijim|~gačijima|~kčijim|~kčijima, Agpnsny: ~gačije|~kčije, Agpnsgy: ~gačijeg|~gačijega|~kčijeg|~kčijega, Agpnsdy: ~gačijem|~gačijemu|~kčijem|~kčijemu, Agpnsay: ~gačije|~kčije, Agpnsvy: ~gačije|~kčije, Agpnsly: ~gačijem|~gačijemu|~kčijem|~kčijemu, Agpnsiy: ~gačijim|~kčijim, Agpnpny: ~gačija|~kčija, Agpnpgy: ~gačijih|~kčijih, Agpnpdy: ~gačijim|~gačijima|~kčijim|~kčijima, Agpnpay: ~gačija|~kčija, Agpnpvy: ~gačija|~kčija, Agpnply: ~gačijim|~gačijima|~kčijim|~kčijima, Agpnpiy: ~gačijim|~gačijima|~kčijim|~kčijima	1	drugačiji~~~Ag
P_hrLex_Rg_21	1	Rgp: ~gačije|~kčije	1	drugačije~~~Rg
P_hrLex_Ncn_21	14	Ncnsn: ~o, Ncnsg: ~a|~eta, Ncnsd: ~etu|~u, Ncnsa: ~o, Ncnsv: ~o, Ncnsl: ~etu|~u, Ncnsi: ~etom|~om, Ncnpn: ~a|~eta, Ncnpg: ~a|~eta|~etâ|~â, Ncnpd: ~etima|~ima, Ncnpa: ~a|~eta, Ncnpv: ~a|~eta, Ncnpl: ~etima|~ima, Ncnpi: ~etima|~ima	1	drvo~~~Ncn
P_hrLex_As_2	50	Aspmsnn: ~Ø, Aspmsgn: ~a, Aspmsgy: ~og|~oga, Aspmsdn: ~u, Aspmsdy: ~om|~ome|~omu, Aspmsann: ~Ø, Aspmsany: ~a, Aspmsayy: ~oga, Aspmsvn: ~Ø, Aspmsln: ~u, Aspmsly: ~om|~ome|~omu, Aspmsiy: ~im, Aspmpny: ~i, Aspmpgy: ~ih, Aspmpdy: ~im|~ima, Aspmpay: ~e, Aspmpvy: ~i, Aspmply: ~im|~ima, Aspmpiy: ~im|~ima, Aspfsny: ~a, Aspfsgy: ~e, Aspfsdy: ~oj, Aspfsay: ~u, Aspfsvy: ~a, Aspfsly: ~oj, Aspfsiy: ~om, Aspfpny: ~e, Aspfpgy: ~ih, Aspfpdy: ~im|~ima, Aspfpay: ~e, Aspfpvy: ~e, Aspfply: ~im|~ima, Aspfpiy: ~im|~ima, Aspnsny: ~o, Aspnsgn: ~a, Aspnsgy: ~og|~oga, Aspnsdn: ~u, Aspnsdy: ~om|~ome|~omu, Aspnsay: ~o, Aspnsvy: ~o, Aspnsln: ~u, Aspnsly: ~om|~ome|~omu, Aspnsiy: ~im, Aspnpny: ~a, Aspnpgy: ~ih, Aspnpdy: ~im|~ima, Aspnpay: ~a, Aspnpvy: ~a, Aspnply: ~im|~ima, Aspnpiy: ~im|~ima	5	drvov~~~As, kutov~~~As, lijesov~~~As, prijevarin~~~As, satov~~~As
P_hrLex_Ncm_136	14	Ncmsn: ~žak, Ncmsg: ~ška, Ncmsd: ~šku, Ncmsan: ~žak, Ncmsv: ~šku|~šče, Ncmsl: ~šku, Ncmsi: ~škom, Ncmpn: ~šci, Ncmpg: ~žaka, Ncmpd: ~šcima, Ncmpa: ~ške, Ncmpv: ~šci, Ncmpl: ~šcima, Ncmpi: ~šcima	4	držak~~~Ncm, izložak~~~Ncm, kralježak~~~Ncm, predložak~~~Ncm
P_hrLex_Npm_99	14	Npmsn: ~bec, Npmsg: ~pca, Npmsd: ~pcu, Npmsay: ~pca, Npmsv: ~pče, Npmsl: ~pcu, Npmsi: ~pcem, Npmpn: ~pci, Npmpg: ~baca, Npmpd: ~pcima, Npmpa: ~pce, Npmpv: ~pci, Npmpl: ~pcima, Npmpi: ~pcima	4	Dubec~~~Npm, Gubec~~~Npm, Holubec~~~Npm, Jakubec~~~Npm
P_hrLex_Vm_85	21	Vmp-sm: ~ao, Vmp-sf: ~la, Vmp-sn: ~lo, Vmp-pm: ~li, Vmp-pf: ~le, Vmp-pn: ~la, Vmr1s: ~em, Vmr1p: ~emo, Vmr2s: ~eš, Vmr2p: ~ete, Vmr3s: ~e, Vmr3p: ~u, Vmm1p: ~imo, Vmm2s: ~i, Vmm2p: ~ite, Vme1s: ~h, Vme1p: ~smo, Vme2s: ~še, Vme2p: ~ste, Vme3s: ~še, Vme3p: ~hu	1	dupsti~~~Vm
P_hrLex_Ag_39	139	Agpmsnn: ~ok, Agpmsny: ~oki, Agpmsgn: ~oka, Agpmsgy: ~okog|~okoga, Agpmsdn: ~oku, Agpmsdy: ~okom|~okome|~okomu, Agpmsann: ~ok, Agpmsany: ~oka, Agpmsayn: ~oki, Agpmsayy: ~okog|~okoga, Agpmsvn: ~ok, Agpmsvy: ~oki, Agpmsln: ~oku, Agpmsly: ~okom|~okome|~okomu, Agpmsiy: ~okim, Agpmpny: ~oki, Agpmpgy: ~okih, Agpmpdy: ~okim|~okima, Agpmpay: ~oke, Agpmpvy: ~oki, Agpmply: ~okim|~okima, Agpmpiy: ~okim|~okima, Agpfsny: ~oka, Agpfsgy: ~oke, Agpfsdy: ~okoj, Agpfsay: ~oku, Agpfsvy: ~oka, Agpfsly: ~okoj, Agpfsiy: ~okom, Agpfpny: ~oke, Agpfpgy: ~okih, Agpfpdy: ~okim|~okima, Agpfpay: ~oke, Agpfpvy: ~oke, Agpfply: ~okim|~okima, Agpfpiy: ~okim|~okima, Agpnsny: ~oko, Agpnsgn: ~oka, Agpnsgy: ~okog|~okoga, Agpnsdn: ~oku, Agpnsdy: ~okom|~okome|~okomu, Agpnsay: ~oko, Agpnsvy: ~oko, Agpnsln: ~oku, Agpnsly: ~okom|~okome|~okomu, Agpnsiy: ~okim, Agpnpny: ~oka, Agpnpgy: ~okih, Agpnpdy: ~okim|~okima, Agpnpay: ~oka, Agpnpvy: ~oka, Agpnply: ~okim|~okima, Agpnpiy: ~okim|~okima, Agcmsny: ~lji, Agcmsgy: ~ljeg|~ljega, Agcmsdy: ~ljem|~ljemu, Agcmsayn: ~lji, Agcmsayy: ~ljeg|~ljega, Agcmsvy: ~lji, Agcmsly: ~ljem|~ljemu, Agcmsiy: ~ljim, Agcmpny: ~lji, Agcmpgy: ~ljih, Agcmpdy: ~ljim|~ljima, Agcmpay: ~lje, Agcmpvy: ~lji, Agcmply: ~ljim|~ljima, Agcmpiy: ~ljim|~ljima, Agcfsny: ~lja, Agcfsgy: ~lje, Agcfsdy: ~ljoj, Agcfsay: ~lju, Agcfsvy: ~lja, Agcfsly: ~ljoj, Agcfsiy: ~ljom, Agcfpny: ~lje, Agcfpgy: ~ljih, Agcfpdy: ~ljim|~ljima, Agcfpay: ~lje, Agcfpvy: ~lje, Agcfply: ~ljim|~ljima, Agcfpiy: ~ljim|~ljima, Agcnsny: ~lje, Agcnsgy: ~ljeg|~ljega, Agcnsdy: ~ljem|~ljemu, Agcnsay: ~lje, Agcnsvy: ~lje, Agcnsly: ~ljem|~ljemu, Agcnsiy: ~ljokim, Agcnpny: ~lja, Agcnpgy: ~ljih, Agcnpdy: ~ljim|~ljima, Agcnpay: ~lja, Agcnpvy: ~lja, Agcnply: ~ljim|~ljima, Agcnpiy: ~ljim|~ljima, Agsmsny: ~lji, Agsmsgy: ~ljeg|~ljega, Agsmsdy: ~ljem|~ljemu, Agsmsayn: ~lji, Agsmsayy: ~ljeg|~ljega, Agsmsvy: ~lji, Agsmsly: ~ljem|~ljemu, Agsmsiy: ~ljim, Agsmpny: ~lji, Agsmpgy: ~ljih, Agsmpdy: ~ljim|~ljima, Agsmpay: ~lje, Agsmpvy: ~lji, Agsmply: ~ljim|~ljima, Agsmpiy: ~ljim|~ljima, Agsfsny: ~lja, Agsfsgy: ~lje, Agsfsdy: ~ljoj, Agsfsay: ~lju, Agsfsvy: ~lja, Agsfsly: ~ljoj, Agsfsiy: ~ljom, Agsfpny: ~lje, Agsfpgy: ~ljih, Agsfpdy: ~ljim|~ljima, Agsfpay: ~lje, Agsfpvy: ~lje, Agsfply: ~ljim|~ljima, Agsfpiy: ~ljim|~ljima, Agsnsny: ~lje, Agsnsgy: ~ljeg|~ljega, Agsnsdy: ~ljem|~ljemu, Agsnsay: ~lje, Agsnsvy: ~lje, Agsnsly: ~ljem|~ljemu, Agsnsiy: ~ljokim, Agsnpny: ~lja, Agsnpgy: ~ljih, Agsnpdy: ~ljim|~ljima, Agsnpay: ~lja, Agsnpvy: ~lja, Agsnply: ~ljim|~ljima, Agsnpiy: ~ljim|~ljima	1	dubok~~~Ag
P_hrLex_Rg_22	3	Rgp: ~oko, Rgc: ~lje, Rgs: ~lje	1	duboko~~~Rg
P_hrLex_Ag_40	139	Agpmsnn: ~g, Agpmsny: ~gi, Agpmsgn: ~ga, Agpmsgy: ~gog|~goga, Agpmsdn: ~gu, Agpmsdy: ~gom|~gome|~gomu, Agpmsann: ~g, Agpmsany: ~ga, Agpmsayn: ~gi, Agpmsayy: ~gog|~goga, Agpmsvn: ~g, Agpmsvy: ~gi, Agpmsln: ~gu, Agpmsly: ~gom|~gome|~gomu, Agpmsiy: ~gim, Agpmpny: ~gi, Agpmpgy: ~gih, Agpmpdy: ~gim|~gima, Agpmpay: ~ge, Agpmpvy: ~gi, Agpmply: ~gim|~gima, Agpmpiy: ~gim|~gima, Agpfsny: ~ga, Agpfsgy: ~ge, Agpfsdy: ~goj, Agpfsay: ~gu, Agpfsvy: ~ga, Agpfsly: ~goj, Agpfsiy: ~gom, Agpfpny: ~ge, Agpfpgy: ~gih, Agpfpdy: ~gim|~gima, Agpfpay: ~ge, Agpfpvy: ~ge, Agpfply: ~gim|~gima, Agpfpiy: ~gim|~gima, Agpnsny: ~go, Agpnsgn: ~ga, Agpnsgy: ~gog|~goga, Agpnsdn: ~gu, Agpnsdy: ~gom|~gome|~gomu, Agpnsay: ~go, Agpnsvy: ~go, Agpnsln: ~gu, Agpnsly: ~gom|~gome|~gomu, Agpnsiy: ~gim, Agpnpny: ~ga, Agpnpgy: ~gih, Agpnpdy: ~gim|~gima, Agpnpay: ~ga, Agpnpvy: ~ga, Agpnply: ~gim|~gima, Agpnpiy: ~gim|~gima, Agcmsny: ~lji|~ži, Agcmsgy: ~ljeg|~ljega|~žeg|~žega, Agcmsdy: ~ljem|~ljemu|~žem|~žemu, Agcmsayn: ~lji|~ži, Agcmsayy: ~ljeg|~ljega|~žeg|~žega, Agcmsvy: ~lji|~ži, Agcmsly: ~ljem|~ljemu|~žem|~žemu, Agcmsiy: ~ljim|~žim, Agcmpny: ~lji|~ži, Agcmpgy: ~ljih|~žih, Agcmpdy: ~ljim|~ljima|~žim|~žima, Agcmpay: ~lje|~že, Agcmpvy: ~lji|~ži, Agcmply: ~ljim|~ljima|~žim|~žima, Agcmpiy: ~ljim|~ljima|~žim|~žima, Agcfsny: ~lja|~ža, Agcfsgy: ~lje|~že, Agcfsdy: ~ljoj|~žoj, Agcfsay: ~lju|~žu, Agcfsvy: ~lja|~ža, Agcfsly: ~ljoj|~žoj, Agcfsiy: ~ljom|~žom, Agcfpny: ~lje|~že, Agcfpgy: ~ljih|~žih, Agcfpdy: ~ljim|~ljima|~žim|~žima, Agcfpay: ~lje|~že, Agcfpvy: ~lje|~že, Agcfply: ~ljim|~ljima|~žim|~žima, Agcfpiy: ~ljim|~ljima|~žim|~žima, Agcnsny: ~lje|~že, Agcnsgy: ~ljeg|~ljega|~žeg|~žega, Agcnsdy: ~ljemu|~žem|~žemu, Agcnsay: ~lje|~že, Agcnsvy: ~lje|~že, Agcnsly: ~ljem|~ljemu|~žem|~žemu, Agcnsiy: ~gim|~im, Agcnpny: ~lja|~ža, Agcnpgy: ~ljih|~žih, Agcnpdy: ~ljim|~ljima|~žim|~žima, Agcnpay: ~lja|~ža, Agcnpvy: ~lja|~ža, Agcnply: ~ljim|~ljima|~žim|~žima, Agcnpiy: ~ljim|~ljima|~žim|~žima, Agsmsny: ~lji|~ži, Agsmsgy: ~ljeg|~ljega|~žeg|~žega, Agsmsdy: ~ljem|~ljemu|~žem|~žemu, Agsmsayn: ~lji|~ži, Agsmsayy: ~ljeg|~ljega|~žeg|~žega, Agsmsvy: ~lji|~ži, Agsmsly: ~ljem|~ljemu|~žem|~žemu, Agsmsiy: ~ljim|~žim, Agsmpny: ~lji|~ži, Agsmpgy: ~ljih|~žih, Agsmpdy: ~ljim|~ljima|~žim|~žima, Agsmpay: ~lje|~že, Agsmpvy: ~lji|~ži, Agsmply: ~ljim|~ljima|~žim|~žima, Agsmpiy: ~ljim|~ljima|~žim|~žima, Agsfsny: ~lja|~ža, Agsfsgy: ~lje|~že, Agsfsdy: ~ljoj|~žoj, Agsfsay: ~lju|~žu, Agsfsvy: ~lja|~ža, Agsfsly: ~ljoj|~žoj, Agsfsiy: ~ljom|~žom, Agsfpny: ~lje|~že, Agsfpgy: ~ljih|~žih, Agsfpdy: ~ljim|~ljima|~žim|~žima, Agsfpay: ~lje|~že, Agsfpvy: ~lje|~že, Agsfply: ~ljim|~ljima|~žim|~žima, Agsfpiy: ~ljim|~ljima|~žim|~žima, Agsnsny: ~lje|~že, Agsnsgy: ~ljeg|~ljega|~žeg|~žega, Agsnsdy: ~ljemu|~žem|~žemu, Agsnsay: ~lje|~že, Agsnsvy: ~lje|~že, Agsnsly: ~ljem|~ljemu|~žem|~žemu, Agsnsiy: ~gim|~im, Agsnpny: ~lja|~ža, Agsnpgy: ~ljih|~žih, Agsnpdy: ~ljim|~ljima|~žim|~žima, Agsnpay: ~lja|~ža, Agsnpvy: ~lja|~ža, Agsnply: ~ljim|~ljima|~žim|~žima, Agsnpiy: ~ljim|~ljima|~žim|~žima	1	dug~~~Ag
P_hrLex_Ag_41	53	Agpmsnn: ~ak, Agpmsny: ~ki, Agpmsgn: ~ka, Agpmsgy: ~kog|~koga, Agpmsdn: ~ku, Agpmsdy: ~kom|~kome|~komu, Agpmsann: ~ak, Agpmsany: ~ka, Agpmsayn: ~ki, Agpmsayy: ~kog|~koga, Agpmsvn: ~ak, Agpmsvy: ~ki, Agpmsln: ~ku, Agpmsly: ~kom|~kome|~komu, Agpmsiy: ~kim, Agpmpny: ~ki, Agpmpgy: ~kih, Agpmpdy: ~kim|~kima, Agpmpay: ~ke, Agpmpvy: ~ki, Agpmply: ~kim|~kima, Agpmpiy: ~kim|~kima, Agpfsny: ~ka, Agpfsgy: ~ke, Agpfsdy: ~koj, Agpfsay: ~ku, Agpfsvy: ~ka, Agpfsly: ~koj, Agpfsiy: ~kom, Agpfpny: ~ke, Agpfpgy: ~kih, Agpfpdy: ~kim|~kima, Agpfpay: ~ke, Agpfpvy: ~ke, Agpfply: ~kim|~kima, Agpfpiy: ~kim|~kima, Agpnsny: ~ko, Agpnsgn: ~ka, Agpnsgy: ~kog|~koga, Agpnsdn: ~ku, Agpnsdy: ~kom|~kome|~komu, Agpnsay: ~ko, Agpnsvy: ~ko, Agpnsln: ~ku, Agpnsly: ~kom|~kome|~komu, Agpnsiy: ~kim, Agpnpny: ~ka, Agpnpgy: ~kih, Agpnpdy: ~kim|~kima, Agpnpay: ~ka, Agpnpvy: ~ka, Agpnply: ~kim|~kima, Agpnpiy: ~kim|~kima	26	ultrakratak~~~Ag, prepitak~~~Ag, polugorak~~~Ag, dugačak~~~Ag, podugačak~~~Ag, pretanak~~~Ag, nagorak~~~Ag, prezvonak~~~Ag, prežarak~~~Ag, preljepak~~~Ag
P_hrLex_Rg_23	3	Rgp: ~go, Rgc: ~lje|~že, Rgs: ~lje|~že	1	dugo~~~Rg
P_hrLex_Ncm_137	14	Ncmsn: ~h, Ncmsg: ~ha, Ncmsd: ~hu, Ncmsay: ~ha, Ncmsv: ~še, Ncmsl: ~hu, Ncmsi: ~hom, Ncmpn: ~hovi|~si, Ncmpg: ~ha|~hova, Ncmpd: ~hovima|~sima, Ncmpa: ~he|~hove, Ncmpv: ~hovi|~si, Ncmpl: ~hovima|~sima, Ncmpi: ~hovima|~sima	2	duh~~~Ncm, puh~~~Ncm
P_hrLex_Vm_86	22	Vmn: ~hat|~hati, Vmp-sm: ~hao, Vmp-sf: ~hala, Vmp-sn: ~halo, Vmp-pm: ~hali, Vmp-pf: ~hale, Vmp-pn: ~hala, Vmr1s: ~šem, Vmr1p: ~šemo, Vmr2s: ~šeš, Vmr2p: ~šete, Vmr3s: ~še, Vmr3p: ~šu, Vmm1p: ~šimo, Vmm2s: ~ši, Vmm2p: ~šite, Vme1s: ~hah, Vme1p: ~hasmo, Vme2s: ~haše, Vme2p: ~haste, Vme3s: ~haše, Vme3p: ~hahu	6	duhati~~~Vm, jahati~~~Vm, kihati~~~Vm, mahati~~~Vm, njihati~~~Vm, puhati~~~Vm
P_hrLex_Ncn_22	14	Ncnsn: ~Ø, Ncnsg: ~ta, Ncnsd: ~tu, Ncnsa: ~Ø, Ncnsv: ~Ø, Ncnsl: ~tu, Ncnsi: ~tom, Ncnpn: ~ta, Ncnpg: ~ta|~tâ, Ncnpd: ~tima, Ncnpa: ~ta, Ncnpv: ~ta, Ncnpl: ~tima, Ncnpi: ~tima	2	dupe~~~Ncn, sirće~~~Ncn
P_hrLex_Vm_87	1	Vmn: ~Ø|~i	26	zazesti~~~Vm, poustajati~~~Vm, izgresti~~~Vm, dusti~~~Vm, izdusti~~~Vm, pronti~~~Vm, gresti~~~Vm, uznti~~~Vm, zanti~~~Vm, ponti~~~Vm
P_hrLex_Mlc_2	22	Mlc: ~a, Mlcm-n: ~a, Mlcm-g: ~aju, Mlcm-d: ~ama, Mlcm-a: ~a, Mlcm-v: ~a, Mlcm-l: ~ama, Mlcm-i: ~ama, Mlcf-n: ~ije, Mlcf-g: ~iju, Mlcf-d: ~jema, Mlcf-a: ~ije, Mlcf-v: ~ije, Mlcf-l: ~jema, Mlcf-i: ~jema, Mlcn-n: ~a, Mlcn-g: ~aju, Mlcn-d: ~ama, Mlcn-a: ~a, Mlcn-v: ~a, Mlcn-l: ~ama, Mlcn-i: ~ama	1	dva~~~Mlc
P_hrLex_Mlo_3	43	Mlomsn: ~i, Mlomsg: ~og|~oga, Mlomsd: ~om|~ome|~omu, Mlomsan: ~i, Mlomsay: ~og|~oga, Mlomsv: ~i, Mlomsl: ~om|~ome|~omu, Mlomsi: ~im, Mlompn: ~i, Mlompg: ~ih, Mlompd: ~im|~ima, Mlompa: ~e, Mlompv: ~i, Mlompl: ~im|~ima, Mlompi: ~im|~ima, Mlofsn: ~a, Mlofsg: ~e, Mlofsd: ~oj, Mlofsa: ~u, Mlofsv: ~a, Mlofsl: ~oj, Mlofsi: ~om, Mlofpn: ~i, Mlofpg: ~ih, Mlofpd: ~im|~ima, Mlofpa: ~e, Mlofpv: ~e, Mlofpl: ~im|~ima, Mlofpi: ~im|~ima, Mlonsn: ~o, Mlonsg: ~og|~oga, Mlonsd: ~om|~ome|~omu, Mlonsa: ~o, Mlonsv: ~o, Mlonsl: ~om|~ome|~omu, Mlonsi: ~im, Mlonpn: ~a, Mlonpg: ~ih, Mlonpd: ~im|~ima, Mlonpa: ~a, Mlonpv: ~a, Mlonpl: ~im|~ima, Mlonpi: ~im|~ima	1	dvadeseti~~~Mlo
P_hrLex_Ncf_44	7	Ncfpn: ~Ø, Ncfpg: ~Ø, Ncfpd: ~ma, Ncfpa: ~Ø, Ncfpv: ~Ø, Ncfpl: ~ma, Ncfpi: ~ma	2	dveri~~~Ncf, čini~~~Ncf
P_hrLex_Mls_3	8	Mls: ~e, Mlsn-n: ~e, Mlsn-g: ~ih, Mlsn-d: ~im|~ima, Mlsn-a: ~e, Mlsn-v: ~e, Mlsn-l: ~im, Mlsn-i: ~im|~ima	2	dvoje~~~Mls, troje~~~Mls
P_hrLex_Npm_100	7	Npmsn: ~h, Npmsg: ~ha, Npmsd: ~hu, Npmsan: ~h, Npmsv: ~še, Npmsl: ~hu, Npmsi: ~hom	1	Edinburgh~~~Npm
P_hrLex_Ncm_138	14	Ncmsn: ~h, Ncmsg: ~ha, Ncmsd: ~hu, Ncmsay: ~ha, Ncmsv: ~hu, Ncmsl: ~hu, Ncmsi: ~hom, Ncmpn: ~si, Ncmpg: ~ha, Ncmpd: ~sima, Ncmpa: ~he, Ncmpv: ~si, Ncmpl: ~sima, Ncmpi: ~sima	11	paroh~~~Ncm, eunuh~~~Ncm, egzarh~~~Ncm, zloduh~~~Ncm, očuh~~~Ncm, monarh~~~Ncm, požderuh~~~Ncm, oligarh~~~Ncm, monah~~~Ncm, čeh~~~Ncm
P_hrLex_Ncn_23	7	Ncnpn: ~a, Ncnpg: ~a|~â, Ncnpd: ~ima, Ncnpa: ~a, Ncnpv: ~a, Ncnpl: ~ima, Ncnpi: ~ima	19	vješala~~~Ncn, kola~~~Ncn, elektrokolica~~~Ncn, kliješta~~~Ncn, čudesa~~~Ncn, tjelesa~~~Ncn, nosila~~~Ncn, vratanca~~~Ncn, pismena~~~Ncn, hidrozoa~~~Ncn
