i	10718	130.5664635202869
ki	7779	149.99458525816823
n	7061	39.25093494378457
ski	5548	162.36979786725908
an	5431	57.531629815223546
ni	2324	137.31183695302408
v	1772	70.95916487302203
čki	1752	117.82929042186133
en	1546	104.11547240808338
nski	1501	165.945237474025
jski	1289	208.5525605756698
iv	1283	72.74015844324988
ički	1173	105.53003012108417
rski	1032	143.38660939306845
t	1024	79.97581688997546
ijski	937	221.54136264021554
ran	890	36.93495409088092
jiv	749	69.1151585544238
čan	718	79.36104127276126
tan	712	62.455720434150166
lan	697	73.4315065504389
van	678	60.487535729800214
ljiv	620	71.28846580239315
anski	591	181.7694340473416
tički	550	99.28020640015636
tski	530	128.8682610928064
alan	519	83.7279304024005
st	517	86.23080237206308
ački	510	137.5148698524145
ičan	500	91.4070424354356
ast	496	87.41630525514881
arski	479	128.5120640809033
ški	441	135.13279740172524
av	435	71.78919233426971
jen	423	105.50092513105342
dan	412	75.26135001439452
nički	401	94.31222986896513
inski	379	166.92181188060138
ivan	375	82.30554533582574
tni	369	194.02162023810965
iran	348	143.17721111259883
ći	294	521.8591287253852
k	287	44.19727085992031
tivan	281	85.69690792077823
ljen	277	108.43680953684762
onski	272	152.04069480191797
vski	259	172.11254887718778
it	256	66.52219733375314
orski	236	148.2138166830099
vni	234	117.3841292192863
lni	232	277.23702638708505
san	230	53.425293168558426
zan	228	58.956985991187764
jan	227	59.28226036557593
erski	223	176.96093582769856
ji	219	462.2834570713343
ntan	217	77.12902650022897
lski	211	166.5580710423043
mski	205	152.99267546683782
dni	203	125.46169889376908
tičan	202	98.8892994121194
ući	201	578.2978051015543
aran	200	84.56448057628232
rni	197	153.06475371730727
dski	195	164.10176659592713
čni	194	120.22042236741396
enski	190	147.87612271211955
jući	182	571.0178775115982
oški	180	82.43820956407554
atski	173	131.11989067933985
nji	163	472.42823459026215
vački	161	232.34926502276397
o	161	33.44441741439134
alni	160	344.3097970439193
loški	159	82.10841934390498
oran	155	74.23996051819495
ovski	152	167.582462378883
sni	150	89.05100581185599
ovan	146	41.25214972094371
ren	143	104.02214849392162
vit	141	63.27320753844675
žan	138	75.75552588497642
pski	137	117.25836028547198
aški	129	153.88722427059926
đen	128	108.41848076177396
etan	128	52.72664155844256
entan	127	83.70338342787943
at	125	76.6988465014621
šan	125	55.04785635798677
ajući	124	591.510490805332
ljski	122	196.46143195912447
ak	122	21.56780204060368
etski	121	116.40291060602146
ovit	120	59.95026238334636
eni	116	212.3880733421806
ični	115	142.1508973660407
ven	115	104.00199297741932
ilan	114	97.50467735000495
šnji	111	553.6393700772398
nalan	111	90.0252501905065
man	108	103.57360117173266
jni	108	93.56645234160854
tljiv	107	54.83732459565449
njski	103	221.07598047934457
ozan	103	78.57100439983746
čen	100	99.22781434235277
njiv	100	52.70231138103097
etni	99	169.32504165615006
žen	99	89.69328814913477
edan	97	61.907690171789035
fski	96	82.96739558766058
atan	95	118.157236563278
odan	93	87.58435408296873
jalan	93	85.56049344913866
avan	93	80.28253083563816
njen	92	101.1834499204384
ut	91	102.60582561265828
ban	90	56.76099667133664
atni	89	228.9401338561898
zni	89	115.67075263147176
kast	88	93.89755280480048
šen	88	93.01354906143364
ćen	87	113.23673864780822
antan	87	102.59483353801382
riv	86	75.63700140006152
stan	86	48.86323052799238
jački	85	104.55274295933977
oni	85	86.35681429240746
afski	84	76.30069485948282
žni	83	82.33993619662881
vljen	81	144.88570195945712
ovni	81	121.29716844583979
eran	81	40.04146070333717
živ	80	86.3753399290739
ao	80	47.57391520538532
arni	79	205.35090166215917
dljiv	79	72.28086884800118
ziran	78	95.82907323474434
ntski	77	130.76502952758713
div	76	79.00352261743174
ioni	75	79.00351871647531
ben	74	100.33044446841345
nast	74	82.29858002539194
ralan	74	80.79655382331786
nut	73	93.20180282991025
isan	72	80.32953012572257
avni	70	112.6050589166333
tiv	70	74.68851948044347
išnji	69	596.968360325596
rički	69	162.01566570468378
idan	69	94.44065595930297
šni	69	79.48354971692345
talan	69	78.77533127739439
opski	68	98.44078649547302
ejski	67	148.16063135589528
odni	66	109.3914944700832
ljan	66	66.61297299066948
eći	65	361.2382217731703
len	65	107.13429505504142
cioni	65	89.24804999518143
laran	64	138.96609177223263
itski	64	94.26544849632809
