ć	14960	47.999984918792975
ić	14803	47.99998475883171
a	10627	18.84120414386951
vić	5686	47.99996031672723
k	4703	47.99034527402926
i	4656	46.92202095262369
ović	4111	47.999945109689946
r	3777	47.8910348419241
n	3622	47.51347916600812
c	3066	47.999926395143035
er	2262	47.89894859679536
ek	1881	47.939456534490375
ka	1820	24.646095548406716
ki	1789	47.97456403974038
ak	1656	47.9998636870693
o	1594	47.79694368556427
an	1589	47.78138799578541
ja	1545	25.84366218338537
na	1495	32.298951260702694
ević	1407	47.99983954657798
čić	1387	47.99983723125992
ec	1365	47.99983460598893
in	1352	47.634534586908444
ski	1296	47.999825793600415
ac	1263	47.99982123834158
j	1250	47.871498041166404
l	1197	47.308987223155434
nović	1157	47.99980484693492
nić	1113	47.99979712516604
ković	1072	47.99978935883638
ar	1070	47.91453508082869
e	1022	28.55110194547309
v	969	47.976397229223025
š	968	47.90542221941243
ija	964	18.726092489500683
lić	913	47.99975263588992
t	910	46.60172144306943
rić	865	47.99973889371045
šić	858	47.999736761029574
s	854	45.67813901037797
ta	813	20.005854423542196
ca	765	20.825579345132688
tić	750	47.9996988048848
ik	746	47.99969718776772
la	737	18.89889670852379
ina	730	19.093095170772635
č	729	47.99969011677297
ica	670	18.63399112682275
h	667	47.71997616367871
vski	662	47.99965870736133
ov	642	47.96430736425483
aj	634	47.99964361111489
ra	620	22.71713609701531
ko	590	47.72299484083269
da	586	25.79242510740975
jak	581	47.999611045559924
ni	517	46.760525445402614
kić	505	47.99955239585123
jić	489	47.999537720871
ana	474	45.99716924158201
nka	471	39.68811904075909
ovski	470	47.99951899390194
čević	442	47.999488455159764
anić	427	47.99947044383701
ček	407	47.999444358584235
nik	406	47.99944298669679
y	401	41.955149442463096
ič	397	47.99943032793513
dić	394	47.99942597951281
vac	391	47.99942156419556
jević	389	47.99941858272064
li	385	46.65536567805312
lović	382	47.999407901073035
arić	380	47.9994047767055
lj	369	47.99938698567717
nac	364	47.999378542424175
rović	364	47.999378542424175
ch	362	47.99937509963934
ger	350	47.999353614349076
nec	350	47.999353614349076
man	348	47.933839289200705
el	338	46.439748133259556
šek	337	47.999328606912904
žić	337	47.999328606912904
nčić	333	47.999320518344696
eta	324	25.852782992267603
g	322	47.63327310708871
z	321	47.39731059912217
njak	320	47.99929282968293
ner	312	47.99927464004008
ler	302	47.923641358415644
etić	296	47.9992353013286
va	295	21.415706543456277
ri	291	46.14315322921988
d	290	46.45681269488716
ti	280	46.91472761575763
ev	274	47.99917368217541
aš	266	47.999148738816885
ša	265	41.19622910350511
tović	261	47.99913236981551
ich	259	47.999125644584886
ia	254	35.26778245846769
vec	252	47.999101262363105
ela	250	30.832135845524633
jan	247	47.90639009599919
nski	245	47.99907548131376
lo	243	47.9990678413873
ska	243	41.44709039806442
gić	242	47.999063973878016
lin	241	46.9521944458804
ovac	239	47.99905217637185
čak	238	47.99904817750601
en	238	44.896938193028035
ač	236	47.99904007768759
inić	231	47.999019211924335
ušić	229	47.999010609403776
ičić	228	47.99900625130559
šević	223	47.9989838719564
elj	206	47.99889961756453
al	202	47.64879143715505
lija	202	26.55712726121825
eš	200	47.7660959685577
ga	200	42.48939951190318
nin	199	47.99886071998429
uk	198	47.99885493756418
nja	198	42.05649742992636
ačić	197	47.99884909614871
di	193	42.11546817962885
m	192	46.334509803701195
ašić	189	47.99880012804392
oš	189	47.99880012804392
on	189	47.07399489686855
bić	188	47.99879371248422
anin	186	47.99878067332699
as	186	47.74790464747375
sa	182	21.834304144788433
džić	181	47.99874680795468
cki	180	47.998739807889116
evski	178	47.99872557050938
elić	177	47.99871833049985
ter	176	47.73307815672308
alić	175	47.99870360087045
is	175	39.75129281614915
le	174	44.540811213541915
ma	172	32.70194875223503
nger	171	47.99867310206703
rević	171	47.99867310206703
anec	170	47.99866525182589
ini	170	47.99866525182589
lja	169	43.46604041950993
jana	168	46.780385425351874
ika	168	32.05934381861582
anka	164	33.5414610670231
mić	163	47.99860758701646
kov	162	47.99859893993643
sić	162	47.99859893993643
čki	162	47.99859893993643
ani	160	46.3328002556357
inac	158	47.99856325030945
rt	158	47.85245734588263
pić	155	47.99853526666122
ji	155	47.69547321003527
or	155	47.69547321003527
uš	155	47.69547321003527
inger	154	47.99852569496597
ulić	153	47.99851599735547
ir	153	47.69133228974417
za	151	25.658643166608606
et	150	39.21648798691951
ljak	149	47.998475896727875
nek	149	47.998475896727875
ešić	146	47.998444369683234
rac	146	47.998444369683234
gović	145	47.99843356882192
anac	144	47.998422616936615
ančić	144	47.998422616936615
es	143	40.91215967033
ira	142	44.32970500700664
enić	141	47.99838882278434
ita	141	41.89804865641689
agić	140	47.998377233985245
nko	140	47.833002091694425
u	140	46.9104349828918
rek	139	47.99836547727606
rka	139	34.76588959406714
us	138	47.9983535489811
at	138	47.28810118916004
inka	138	43.975828906224244
ovec	137	47.99834144531653
ida	137	43.36283054160387
nda	136	20.900575611122832
iček	135	47.99831669617897
čan	135	47.99831669617897
enka	135	43.87201881888229
jac	133	47.998291197275094
nov	133	47.998291197275094
ba	133	33.75153844696985
ci	132	47.45011140732807
ajić	130	47.998251466848984
ne	130	20.08228187690008
iš	129	47.998237809635405
mović	129	47.998237809635405
der	128	47.99822393741109
inski	128	47.99822393741109
jka	128	41.151244074374524
ic	127	47.99820984505864
lec	127	47.99820984505864
lek	126	47.81392010682575
rin	126	47.21427015384004
ava	126	40.14392521073507
aić	125	47.99818097867423
rec	122	47.99813589042508
ky	122	47.80764066659702
inec	121	47.99812036018959
ila	121	35.21825645497232
nc	119	47.99808851030684
her	119	47.80264593641683
ara	119	38.533855894524685
zić	118	47.99807217717083
zi	118	45.89074228055256
erić	117	47.99805556252512
ljić	117	47.99805556252512
vska	117	47.79916958150285
nija	117	33.26798497136918
nica	117	27.67890195814403
to	116	47.99803865902902
šak	115	47.99802145908435
njić	114	47.99800395482425
ur	114	47.99800395482425
f	114	47.79371936216456
ari	114	46.08758005969167
un	112	47.99796800047299
ćak	112	47.99796800047299
lli	112	47.34429515878616
era	112	34.09274563442007
rija	110	26.816105360914708
tek	109	47.99791157306292
p	108	47.78188131461546
lina	108	34.72904868785441
rčić	107	47.997872181037295
lka	107	30.460344460510758
čar	106	47.99785192250622
čec	106	47.99785192250622
lla	106	21.592902153519134
urić	105	47.99783127454648
olić	104	47.99781022582114
tin	104	47.53725674536851
je	104	23.814378954093822
ška	104	21.654208216949204
ać	103	47.99778876454898
ber	103	47.99778876454898
ndić	103	47.99778876454898
včić	103	47.99778876454898
oski	102	47.997766878482366
otić	102	47.997766878482366
si	102	42.752332362013675
rger	101	47.997744554884164
ro	101	47.76623151129836
onja	101	46.720590906831475
ert	100	47.997721780502935
zović	99	47.9976985415466
tti	99	47.76133944349915
jer	97	47.99765061186926
ula	97	41.07572850095757
dović	96	47.99762589060215
tar	96	47.99762589060215
unić	96	47.99762589060215
ha	95	30.835440723105226
ok	94	47.99757485392232
ai	94	47.74816506023503
ena	94	41.829576038323495
icki	93	47.99754850387507
ng	93	47.47893055387406
rov	92	47.99752157499882
ši	92	47.7424793271485
atić	91	47.99749404801126
avić	91	47.99749404801126
erger	91	47.99749404801126
inčić	91	47.99749404801126
lak	91	47.99749404801126
ečić	90	47.99746590276423
ščak	90	47.99746590276423
kar	90	47.736531237558836
rina	90	22.77106117393351
šin	89	47.997437118194384
il	89	46.84628885171687
evac	88	47.99740767227063
ijana	88	47.14874451278521
vič	87	47.99737754193807
ut	87	47.72707608708401
ej	87	46.47797116792422
lik	86	47.99734670305775
nar	86	47.99734670305775
ča	86	43.02957787150419
išić	85	47.99731513034211
ža	85	36.995701811429605
ošić	83	47.997249676092366
šćak	83	47.997249676092366
vka	83	35.21200233412335
dija	83	22.353591963318944
tina	83	22.25303774915582
onić	82	47.997215737592825
te	82	21.481038108179156
jek	81	47.997180951161724
čin	81	47.997180951161724
ova	81	47.39631016209838
ada	81	26.118124720140976
aček	80	47.99714528462421
din	80	47.99714528462421
enko	80	47.99714528462421
janić	80	47.99714528462421
mer	80	47.99714528462421
orić	80	47.99714528462421
čanin	80	47.99714528462421
čka	80	40.279867801748495
rak	79	47.99710870415699
rski	79	47.99710870415699
lava	78	45.44324884037026
ld	77	47.36208846721682
bašić	76	47.996993113912104
ran	76	47.996993113912104
sky	76	47.996993113912104
avec	75	47.99695250259902
lar	75	47.99695250259902
lov	75	47.99695250259902
